Player,BirthDate,BirthCity,BirthState,HighSchoolCity,HighSchoolState,College,BirthLat,BirthLong,HSLat,HSLong,CollegeNameGood,CollegeLat,CollegeLong
Donny Marshall,"July 17, 1972",Detroit,Michigan,Federal Way,Washington,University of Connecticut,42.3679,-83.1386,47.3078,-122.3177,University of Connecticut,41.31121,-72.92649
Donta Smith,"November 27, 1983",Louisville,Kentucky,La Grange,Kentucky,Southeastern Illinois College,38.0858,-85.8495,38.4067,-85.3794,Southeastern Illinois College,37.74449,-88.43699
Dontae' Jones,"June 2, 1975",Nashville,Tennessee,Nashville,Tennessee,Mississippi State University,36.1473,-86.777,36.1473,-86.777,Mississippi State University,34.38238,-89.53988
Donte Greene,"February 21, 1988",Munich,Germany,Towson,Maryland,Syracuse University,48.15,11.5833,39.4157,-76.5718,Syracuse University,43.03784,-76.13465
Dontell Jefferson,"December 15, 1983",Lithonia,Georgia,Stone Mountain,Georgia,University of Arkansas,33.6589,-84.14299999999999,33.7844,-84.2135,University of Arkansas,36.06869,-94.17215
Dontonio Wingfield,"June 23, 1974",Albany,Georgia,Albany,Georgia,University of Cincinnati,31.5983,-84.2127,31.5983,-84.2127,University of Cincinnati,39.13145,-84.51633
Donyell Marshall,"May 18, 1973",Reading,Pennsylvania,Reading,Pennsylvania,University of Connecticut,40.3377,-75.9769,40.3377,-75.9769,University of Connecticut,41.31121,-72.92649
Dorell Wright,"December 2, 1985",Los Angeles,California,Lawndale,California,none,34.0396,-118.2661,33.8872,-118.3548,,,
Dorie Murrey,"September 7, 1943",none,none,Detroit,Michigan,University of Detroit Mercy,,,42.3679,-83.1386,University of Detroit Mercy,42.33143,-83.04575
Doron Lamb,"November 6, 1991",New York,New York,Mouth of Wilson,Virginia,University of Kentucky,40.8424,-73.8556,36.5894,-81.3364,University of Kentucky,38.03036,-84.49938
Doug Bolstorff,"October 29, 1931",none,none,Grand Rapids,Minnesota,University of Minnesota,,,47.2432,-93.5119,University of Minnesota,44.97441,-93.233
Doug Christie,"May 9, 1970",Seattle,Washington,Seattle,Washington,Pepperdine University,47.6026,-122.3284,47.6026,-122.3284,Pepperdine University,34.04106,-118.70828
Doug Collins,"July 28, 1951",Christopher,Illinois,Benton,Illinois,Illinois State University,37.9805,-89.0542,37.993,-88.9211,Illinois State University,40.03948,-88.27755
Doug Edwards,"January 21, 1971",Miami,Florida,Miami,Florida,Florida State University,25.9388,-80.2144,25.9388,-80.2144,Florida State University,28.0692,-82.43609
Doug Holcomb,"February 9, 1925",none,none,none,none,none,,,,,,,
Doug Kistler,"March 21, 1938",none,none,Radnor,Pennsylvania,Duke University,,,40.0462,-75.3599,Duke University,36.00153,-78.94001
Doug Lee,"October 24, 1964",Washington,Illinois,Washington,Illinois,Purdue University,40.6955,-89.4293,40.6955,-89.4293,Purdue University,40.42809,-86.92251
Doug Moe,"September 21, 1938",New York,New York,Potomac,Maryland,University of North Carolina,40.8424,-73.8556,39.0274,-77.2365,University of North Carolina,36.00153,-78.94001
Doug Overton,"August 3, 1969",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,La Salle University,39.9524,-75.1653,39.9524,-75.1653,La Salle University,40.03872,-75.15407
Doug Roth,"August 24, 1967",Knoxville,Tennessee,Knoxville,Tennessee,University of Tennessee,36.0582,-83.9147,36.0582,-83.9147,University of Tennessee,36.14811,-86.80305
Doug Sims,"June 29, 1943",Elba,Alabama,none,none,Kent State University,31.4209,-86.0609,,,Kent State University,41.15697,-81.41756
Doug Smith,"September 17, 1969",Detroit,Michigan,Detroit,Michigan,University of Missouri,42.3679,-83.1386,42.3679,-83.1386,University of Missouri,38.94587,-92.32768
Doug West,"May 27, 1967",Altoona,Pennsylvania,Altoona,Pennsylvania,Villanova University,40.5172,-78.3662,40.5172,-78.3662,Villanova University,40.03817,-75.34463
Doyle Parrack,"December 6, 1921",none,none,none,none,Oklahoma State University,,,,,Oklahoma State University,35.19804,-97.44459
Dragan Tarlac,"May 9, 1973",Belgrade,Serbia,none,none,none,45.9666,-111.1124,,,,,
Draymond Green,"March 4, 1990",Saginaw,Michigan,Saginaw,Michigan,Michigan State University,43.4312,-83.9337,43.4312,-83.9337,Michigan State University,42.84031,-84.47982
Drazen Petrovic,"October 22, 1964",Sibenik,Croatia,Sibenik,Croatia,none,43.7272,15.9058,43.7272,15.9058,,,
Drew Barry,"February 17, 1973",Oakland,California,Concord,California,Georgia Institute of Technology,37.735,-122.2088,38.0033,-122.0318,Georgia Institute of Technology,33.77233,-84.39456
Drew Gooden,"September 24, 1981",Oakland,California,El Cerrito,California,University of Kansas,37.735,-122.2088,37.918,-122.3032,University of Kansas,38.8134,-97.60949
Duane Causwell,"May 31, 1968",Queens Village,New York,New York,New York,Temple University,40.7307,-73.7481,40.8424,-73.8556,Temple University,39.98095,-75.15296
Duane Cooper,"June 25, 1969",Benton Harbor,Michigan,Lakewood,California,University of Southern California,42.1273,-86.3073,33.8446,-118.1465,University of Southern California,34.0218,-118.28664
Duane Ferrell,"February 28, 1965",Baltimore,Maryland,Towson,Maryland,Georgia Institute of Technology,39.2904,-76.6122,39.4157,-76.5718,Georgia Institute of Technology,33.77233,-84.39456
Duane Klueh,"January 6, 1926",Bottineau,North Dakota,Terre Haute,Indiana,Indiana State University,48.8522,-100.4018,39.3579,-87.4245,Indiana State University,40.41226,-86.93668
Duane Washington,"August 31, 1964",Eschwege,Germany,Little Rock,Arkansas,Middle Tennessee State University,51.1833,10.0667,34.7465,-92.2896,Middle Tennessee State University,35.845620000000004,-86.39027
Duck Williams,"August 2, 1956",Demopolis,Alabama,Washington,District of Columbia,University of Notre Dame,32.415,-87.9151,38.8749,-77.0325,University of Notre Dame,41.7031,-86.23917
Dudley Bradley,"March 19, 1957",Baltimore,Maryland,Edgewood,Maryland,University of North Carolina,39.2904,-76.6122,39.4329,-76.2931,University of North Carolina,36.00153,-78.94001
Dwaine Dillard,"March 9, 1949",none,none,Omaha,Nebraska,Eastern Michigan University,,,41.2079,-96.1183,Eastern Michigan University,42.24698,-83.62272
Dwayne Jones,"June 9, 1983",Morgantown,West Virginia,Aston,Pennsylvania,Saint Joseph's University,39.6456,-79.9433,39.8671,-75.428,Saint Joseph's University,41.70522,-86.23597
Dwayne McClain,"February 7, 1963",Worcester,Massachusetts,Worcester,Massachusetts,Villanova University,42.2618,-71.8028,42.2618,-71.8028,Villanova University,40.03817,-75.34463
Dwayne Morton,"August 8, 1971",Louisville,Kentucky,Louisville,Kentucky,University of Louisville,38.0858,-85.8495,38.0858,-85.8495,University of Louisville,38.21507,-85.75913
Dwayne Polee,"March 2, 1963",Los Angeles,California,Los Angeles,California,Pepperdine University,34.0396,-118.2661,34.0396,-118.2661,Pepperdine University,34.04106,-118.70828
Dwayne Schintzius,"October 14, 1968",Brandon,Florida,Brandon,Florida,University of Florida,27.9003,-82.3024,27.9003,-82.3024,University of Florida,28.0692,-82.43609
Dwayne Whitfield,"August 21, 1972",Aberdeen,Mississippi,Aberdeen,Mississippi,Jackson State University,33.8524,-88.5337,33.8524,-88.5337,Jackson State University,42.18556,-122.69306
Dwight Anderson,"December 28, 1960",Dayton,Ohio,Dayton,Ohio,University of Southern California,39.833,-84.2177,39.833,-84.2177,University of Southern California,34.0218,-118.28664
Dwight Buycks,"March 6, 1989",Milwaukee,Wisconsin,Milwaukee,Wisconsin,Marquette University,43.0434,-87.8945,43.0434,-87.8945,Marquette University,46.55694,-87.40139
Dwight Davis,"October 28, 1949",Houston,Texas,Houston,Texas,University of Houston,29.8688,-95.538,29.8688,-95.538,University of Houston,29.72081,-95.34335
Dwight Howard,"December 8, 1985",Atlanta,Georgia,Atlanta,Georgia,none,33.8477,-84.2814,33.8477,-84.2814,,,
Dwight Jones,"February 27, 1952",Houston,Texas,Houston,Texas,University of Houston,29.8688,-95.538,29.8688,-95.538,University of Houston,29.72081,-95.34335
Dwight Waller,"October 5, 1945",Brownsville,Tennessee,Brownsville,Tennessee,Tennessee State University,35.6129,-89.2884,35.6129,-89.2884,Tennessee State University,36.14811,-86.80305
Dwyane Wade,"January 17, 1982",Chicago,Illinois,Oak Lawn,Illinois,Marquette University,41.9288,-87.6315,41.7091,-87.7596,Marquette University,46.55694,-87.40139
Dyron Nix,"February 11, 1967",Meridian,Mississippi,Fort Walton Beach,Florida,University of Tennessee,32.2883,-88.588,30.4218,-86.6298,University of Tennessee,36.14811,-86.80305
E'Twaun Moore,"February 28, 1989",East Chicago,Indiana,East Chicago,Indiana,Purdue University,41.6463,-87.4528,41.6463,-87.4528,Purdue University,40.42809,-86.92251
E.C. Coleman,"September 25, 1950",Flora,Mississippi,Flora,Mississippi,Houston Baptist University,32.5596,-90.3222,32.5596,-90.3222,Houston Baptist University,29.69495,-95.51522
Earl Barron,"August 14, 1981",Clarksdale,Mississippi,Clarksdale,Mississippi,University of Memphis,34.1729,-90.6075,34.1729,-90.6075,University of Memphis,35.1187,-89.93731
Earl Boykins,"June 2, 1976",Cleveland,Ohio,Cleveland,Ohio,Eastern Michigan University,41.4379,-81.5366,41.4379,-81.5366,Eastern Michigan University,42.24698,-83.62272
Earl Clark,"January 17, 1988",Plainfield,New Jersey,Rahway,New Jersey,University of Louisville,40.6199,-74.4274,40.6097,-74.2806,University of Louisville,38.21507,-85.75913
Earl Cureton,"September 3, 1957",Detroit,Michigan,Detroit,Michigan,University of Detroit Mercy,42.3679,-83.1386,42.3679,-83.1386,University of Detroit Mercy,42.33143,-83.04575
Earl Dodd,"November 1, 1924",none,none,Wood River,Illinois,Truman State University,,,38.8632,-90.1086,Truman State University,40.18948,-92.58186
Earl Evans,"November 11, 1955",Port Arthur,Texas,Port Arthur,Texas,"University of Nevada, Las Vegas",29.9422,-93.8784,29.9422,-93.8784,"University of Nevada, Las Vegas",36.10775,-115.14167
Earl Gardner,"September 18, 1923",none,none,New Market,Indiana,DePauw University,,,39.9525,-86.9214,DePauw University,39.63977,-86.86168
Earl Jones,"January 13, 1961",Oak Hill,West Virginia,Washington,District of Columbia,University of the District of Columbia,37.9761,-81.1397,38.8749,-77.0325,University of the District of Columbia,38.94347,-77.06426
Earl Lloyd,"April 3, 1928",none,none,Alexandria,Virginia,West Virginia State University,,,38.8177,-77.1527,West Virginia State University,39.43815,-78.98169
Earl Monroe,"November 21, 1944",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Winston-Salem State University,39.9524,-75.1653,39.9524,-75.1653,Winston-Salem State University,36.0918,-80.22616
Earl Shannon,"November 23, 1921",none,none,none,none,none,,,,,,,
Earl Tatum,"July 26, 1953",Mount Vernon,New York,Mount Vernon,New York,Marquette University,40.9083,-73.8346,40.9083,-73.8346,Marquette University,46.55694,-87.40139
Earl Watson,"June 12, 1979",Kansas City,Kansas,Kansas City,Kansas,"University of California, Los Angeles",39.1185,-94.6248,39.1185,-94.6248,"University of California, Los Angeles",34.02051,-118.28563
Earl Williams,"March 24, 1951",Levittown,Pennsylvania,Levittown,Pennsylvania,Winston-Salem State University,40.1442,-74.8483,40.1442,-74.8483,Winston-Salem State University,36.0918,-80.22616
Earle Higgins,"December 30, 1946",none,none,Ann Arbor,Michigan,Eastern Michigan University,,,42.2734,-83.7133,Eastern Michigan University,42.24698,-83.62272
Earnie Killum,"June 11, 1948",none,none,none,none,Stetson University,,,,,Stetson University,29.03554,-81.3034
Easy Parham,"December 27, 1921",Fort Worth,Texas,none,none,Texas Wesleyan University,32.7257,-97.3214,,,Texas Wesleyan University,32.72541,-97.32085
Ed Bartels,"October 8, 1925",none,none,New York,New York,North Carolina State University,,,40.8424,-73.8556,North Carolina State University,36.00153,-78.94001
Ed Beach,"January 25, 1929",none,none,Elizabeth,New Jersey,West Virginia University,,,40.6728,-74.179,West Virginia University,39.43815,-78.98169
Ed Biedenbach,"August 12, 1945",none,none,Edgewood,Pennsylvania,North Carolina State University,,,40.4319,-79.8844,North Carolina State University,36.00153,-78.94001
Ed Burton,"August 13, 1939",none,none,Muskegon Heights,Michigan,Michigan State University,,,43.2011,-86.2389,Michigan State University,42.84031,-84.47982
Ed Conlin,"September 2, 1933",none,none,New York,New York,Fordham University,,,40.8424,-73.8556,Fordham University,40.86121,-73.88597
Ed Dahler,"January 31, 1926",none,none,Hillsboro,Illinois,Duquesne University,,,39.1265,-89.4744,Duquesne University,40.43618,-79.99283
Ed Davis,"June 5, 1989",Washington,District of Columbia,Richmond,Virginia,University of North Carolina,38.8749,-77.0325,37.4677,-77.59,University of North Carolina,36.00153,-78.94001
Ed Earle,"April 28, 1927",none,none,Chicago,Illinois,Loyola University of Chicago,,,41.9288,-87.6315,Loyola University of Chicago,42.00059,-87.65811
Ed Fleming,"July 25, 1933",none,none,Pittsburgh,Pennsylvania,Niagara University,,,40.4495,-79.988,Niagara University,43.13867,-79.03893
Ed Gayda,"May 11, 1927",none,none,Hoquiam,Washington,Washington State University,,,47.113,-123.9651,Washington State University,47.23565,-122.5504
Ed Gray,"September 27, 1975",Riverside,California,Riverside,California,University of California,33.9936,-117.3832,33.9936,-117.3832,University of California,38.53232,-121.78855
Ed Horton,"December 17, 1967",Springfield,Illinois,Springfield,Illinois,University of Iowa,39.8011,-89.6502,39.8011,-89.6502,University of Iowa,41.65502,-91.55684
Ed Johnson,"June 17, 1944",Atlanta,Georgia,Atlanta,Georgia,Tennessee State University,33.8477,-84.2814,33.8477,-84.2814,Tennessee State University,36.14811,-86.80305
Ed Kalafat,"October 13, 1932",none,none,Anaconda,Montana,University of Minnesota,,,46.1241,-112.9701,University of Minnesota,44.97441,-93.233
Ed Kasid,"August 13, 1923",none,none,none,none,none,,,,,,,
Ed Leede,"July 17, 1927",none,none,New York,New York,Dartmouth College,,,40.8424,-73.8556,Dartmouth College,43.70035,-72.28641
Ed Macauley,"March 22, 1928",St. Louis,Missouri,St. Louis,Missouri,Saint Louis University,38.6272,-90.1978,38.6272,-90.1978,Saint Louis University,38.63533,-90.23372
Ed Manning,"January 2, 1944",Summit,Mississippi,none,none,Jackson State University,31.2732,-90.4479,,,Jackson State University,42.18556,-122.69306
Ed Melvin,"February 13, 1916",none,none,Pittsburgh,Pennsylvania,Duquesne University,,,40.4495,-79.988,Duquesne University,40.43618,-79.99283
Ed Mikan,"October 20, 1925",none,none,Joliet,Illinois,DePaul University,,,41.5085,-88.2278,DePaul University,41.92281,-87.65311
Ed Nealy,"February 19, 1960",Pittsburg,Kansas,Bonner Springs,Kansas,Kansas State University,37.3506,-94.6819,39.0499,-94.9179,Kansas State University,38.8134,-97.60949
Ed O'Bannon,"August 14, 1972",Los Angeles,California,Lakewood,California,"University of California, Los Angeles",34.0396,-118.2661,33.8446,-118.1465,"University of California, Los Angeles",34.02051,-118.28563
Ed Peterson,"June 27, 1924",none,none,none,none,Cornell University,,,,,Cornell University,42.44702,-76.483
Ed Pinckney,"March 27, 1963",New York,New York,New York,New York,Villanova University,40.8424,-73.8556,40.8424,-73.8556,Villanova University,40.03817,-75.34463
Ed Rains,"December 24, 1956",Ocala,Florida,Ocala,Florida,University of South Alabama,29.1178,-82.3122,29.1178,-82.3122,University of South Alabama,30.69588,-88.17691
Ed Ratleff,"March 29, 1950",Bellefontaine,Ohio,Columbus,Ohio,"California State University, Long Beach",40.3726,-83.7477,39.8928,-82.9588,"California State University, Long Beach",33.78349,-118.11397
Ed Sadowski,"July 11, 1917",none,none,none,none,Seton Hall University,,,,,Seton Hall University,40.7426,-74.24737
Ed Searcy,"April 17, 1952",New York,New York,New York,New York,St. John's University,40.8424,-73.8556,40.8424,-73.8556,St. John's University,45.58333,-94.39167
Ed Sherod,"September 13, 1959",Richmond,Virginia,Richmond,Virginia,Virginia Commonwealth University,37.4677,-77.59,37.4677,-77.59,Virginia Commonwealth University,38.03561,-78.50329
Ed Smith,"July 5, 1929",West Jefferson,Ohio,none,none,Harvard University,39.9399,-83.3061,,,Harvard University,42.37843,-71.11644
Ed Stanczak,"August 15, 1921",none,none,Fort Wayne,Indiana,none,,,41.1005,-85.182,,,
Ed Stokes,"September 3, 1971",Syracuse,New York,Playa del Rey,California,University of Arizona,43.0347,-76.0729,33.9489,-118.4447,University of Arizona,32.23188,-110.95347
Eddie Basden,"February 15, 1983",New York,New York,Greenbelt,Maryland,University of North Carolina at Charlotte,40.8424,-73.8556,39.0027,-76.8807,University of North Carolina at Charlotte,35.227090000000004,-80.84313
Eddie Gill,"August 16, 1978",Aurora,Colorado,Aurora,Colorado,Weber State University,39.7397,-104.794,39.7397,-104.794,Weber State University,41.21106,-111.94439
Eddie Griffin,"May 30, 1982",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Seton Hall University,39.9524,-75.1653,39.9524,-75.1653,Seton Hall University,40.7426,-74.24737
Eddie House,"May 14, 1978",Berkeley,California,Hayward,California,Arizona State University,37.8646,-122.2877,37.6393,-122.0442,Arizona State University,32.23188,-110.95347
Eddie Hughes,"May 26, 1960",Greenville,Mississippi,Chicago,Illinois,Colorado State University,33.3246,-90.9805,41.9288,-87.6315,Colorado State University,40.00915,-105.26902
Eddie Johnson,"May 1, 1959",Chicago,Illinois,Chicago,Illinois,University of Illinois at Urbana-Champaign,41.9288,-87.6315,41.9288,-87.6315,University of Illinois at Urbana-Champaign,40.11642,-88.24338
