"Player","BirthDate","BirthCity","BirthState","HighSchoolCity","HighSchoolState","College","BirthLat","BirthLong","HSLat","HSLong","CollegeNameGood","CollegeLat","CollegeLong","birthCityState","hsCityState","CityCount","HighSchoolCount","CollegeCount","BirthCountry","HighSchoolCountry","BirthContinent","HighSchoolContinent","Team1","Team2","Team3","Team4","Team5","Team6","Team7","Team8","Team9","Team10","Team11","Team12","Team13","Team14","Team15","Team16","Team1_Lat","Team1_Long","Team2_Lat","Team2_Long","Team3_Lat","Team3_Long","Team4_Lat","Team4_Long","Team5_Lat","Team5_Long","Team6_Lat","Team6_Long","Team7_Lat","Team7_Long","Team8_Lat","Team8_Long","Team9_Lat","Team9_Long","Team10_Lat","Team10_Long","Team11_Lat","Team11_Long","Team12_Lat","Team12_Long","Team13_Lat","Team13_Long","Team14_Lat","Team14_Long","Team15_Lat","Team15_Long","Team16_Lat","Team16_Long","FirstYear","LastYear"
"Carrick Felix","August 17, 1990","Las Vegas","Nevada","Goodyear","Arizona","Arizona State University",36.17497,-115.13722,33.43532,-112.35821,"Arizona State University",32.23188,-110.95347,"Las Vegas Nevada","Goodyear Arizona",8,1,26,"United States of America","United States of America","Americas","Americas","Cleveland Ohio","","","","","","","","","","","","","","","",41.4995,-81.69541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-14","2013-14"
"Carroll Hooser","March 5, 1944","Dallas","Texas","Richardson","Texas","Southern Methodist University",32.78306,-96.80667,32.94818,-96.72972,"Southern Methodist University",32.8379,-96.78306,"Dallas Texas","Richardson Texas",36,1,12,"United States of America","United States of America","Americas","Americas","Dallas Texas","","","","","","","","","","","","","","","",32.78306,-96.80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1967-68"
"Cartier Martin","November 20, 1984","Crockett","Texas","Houston","Texas","Kansas State University",30.72298,-101.41215,29.76328,-95.36327,"Kansas State University",38.8134,-97.60949,"Crockett Texas","Houston Texas",1,37,21,"United States of America","United States of America","Americas","Americas","Charlotte North Carolina","Oakland California","Washington District of Columbia","Chicago Illinois","Atlanta Georgia","","","","","","","","","","","",35.22709,-80.84313,37.80437,-122.2708,38.89511,-77.03637,41.85003,-87.65005,33.749,-84.38798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-09","2013-14"
"Casey Jacobsen","March 19, 1981","Glendora","California","Glendora","California","Stanford University",34.13612,-117.86534,34.13612,-117.86534,"Stanford University",37.42716,-122.17024,"Glendora California","Glendora California",1,3,26,"United States of America","United States of America","Americas","Americas","Phoenix Arizona","New Orleans Louisiana","Memphis Tennessee","","","","","","","","","","","","","",33.44838,-112.07404,29.95465,-90.07507,35.14953,-90.04898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-03","2007-08"
"Casey Shaw","July 20, 1975","Lebanon","Ohio","Lebanon","Ohio","University of Toledo",39.43534,-84.20299,39.43534,-84.20299,"University of Toledo",41.66199,-83.61438,"Lebanon Ohio","Lebanon Ohio",1,1,11,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","","","","","","","","","","","","","","","",39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-99","1998-99"
"Casper Ware","January 17, 1990","none","none","Cerritos","California","California State University, Long Beach",NA,NA,33.85835,-118.06479,"California State University, Long Beach",33.78349,-118.11397,"none none","Cerritos California",677,1,19,"none","United States of America","none","Americas","Philadelphia Pennsylvania","","","","","","","","","","","","","","","",39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-14","2013-14"
"Cazzie Russell","June 7, 1944","Chicago","Illinois","Chicago","Illinois","University of Michigan",41.85003,-87.65005,41.85003,-87.65005,"University of Michigan",42.84031,-84.47982,"Chicago Illinois","Chicago Illinois",118,107,42,"United States of America","United States of America","Americas","Americas","New York New York","Oakland California","Los Angeles California","Chicago Illinois","","","","","","","","","","","","",40.71427,-74.00597,37.80437,-122.2708,34.05223,-118.24368,41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-67","1977-78"
"Cecil Hankins","January 6, 1922","none","none","none","none","Oklahoma State University",NA,NA,NA,NA,"Oklahoma State University",35.19804,-97.44459,"none none","none none",677,684,25,"none","none","none","none","St. Louis Missouri","Boston Massachusetts","","","","","","","","","","","","","","",38.62727,-90.19789,42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1947-48"
"Cedric Ball","April 16, 1968","Worcester","Massachusetts","Worcester","Massachusetts","University of North Carolina at Charlotte",42.26259,-71.80229,42.26259,-71.80229,"University of North Carolina at Charlotte",35.22709,-80.84313,"Worcester Massachusetts","Worcester Massachusetts",5,8,8,"United States of America","United States of America","Americas","Americas","Los Angeles California","","","","","","","","","","","","","","","",34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-91","1990-91"
"Cedric Bozeman","March 7, 1983","Los Angeles","California","Santa Ana","California","University of California, Los Angeles",34.05223,-118.24368,33.74557,-117.86783,"University of California, Los Angeles",34.02051,-118.28563,"Los Angeles California","Santa Ana California",97,5,80,"United States of America","United States of America","Americas","Americas","Atlanta Georgia","","","","","","","","","","","","","","","",33.749,-84.38798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-07","2006-07"
"Cedric Ceballos","August 2, 1969","Maui","Hawaii","Compton","California","California State University, Fullerton",20.86774,-156.61706,33.89585,-118.22007,"California State University, Fullerton",33.8781,-117.8824,"Maui Hawaii","Compton California",1,12,12,"United States of America","United States of America","Americas","Americas","Phoenix Arizona","Los Angeles California","Phoenix Arizona","Phoenix Arizona","Dallas Texas","Detroit Michigan","Miami Florida","","","","","","","","","",33.44838,-112.07404,34.05223,-118.24368,33.44838,-112.07404,33.44838,-112.07404,32.78306,-96.80667,42.33143,-83.04575,25.77427,-80.19366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-91","2000-01"
"Cedric Henderson","March 11, 1975","Memphis","Tennessee","Memphis","Tennessee","University of Memphis",35.14953,-90.04898,35.14953,-90.04898,"University of Memphis",35.1187,-89.93731,"Memphis Tennessee","Memphis Tennessee",33,29,34,"United States of America","United States of America","Americas","Americas","Cleveland Ohio","Oakland California","","","","","","","","","","","","","","",41.4995,-81.69541,37.80437,-122.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-98","2001-02"
"Cedric Henderson","October 3, 1965","Marietta","Georgia","Marietta","Georgia","University of Georgia",33.9526,-84.54993,33.9526,-84.54993,"University of Georgia",33.95206,-83.37394,"Marietta Georgia","Marietta Georgia",5,7,18,"United States of America","United States of America","Americas","Americas","Atlanta Georgia","Milwaukee Wisconsin","","","","","","","","","","","","","","",33.749,-84.38798,43.0389,-87.90647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-87","1986-87"
"Cedric Hunter","January 16, 1965","Omaha","Nebraska","Omaha","Nebraska","University of Kansas",41.25861,-95.93779,41.25861,-95.93779,"University of Kansas",38.8134,-97.60949,"Omaha Nebraska","Omaha Nebraska",6,11,60,"United States of America","United States of America","Americas","Americas","Charlotte North Carolina","","","","","","","","","","","","","","","",35.22709,-80.84313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991-92","1991-92"
"Cedric Jackson","March 5, 1986","Alamogordo","New Mexico","Columbus","New Jersey","Cleveland State University",32.89953,-105.96026,40.07261,-74.72072,"Cleveland State University",35.19804,-97.44459,"Alamogordo New Mexico","Columbus New Jersey",1,1,5,"United States of America","United States of America","Americas","Americas","Cleveland Ohio","San Antonio Texas","Washington District of Columbia","","","","","","","","","","","","","",41.4995,-81.69541,29.42412,-98.49363,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-10","2009-10"
"Cedric Lewis","September 24, 1969","Washington","District of Columbia","Washington","District of Columbia","University of Maryland",38.89511,-77.03637,38.89511,-77.03637,"University of Maryland",39.32898,-76.62057,"Washington District of Columbia","Washington District of Columbia",68,43,38,"United States of America","United States of America","Americas","Americas","Washington District of Columbia","","","","","","","","","","","","","","","",38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-96","1995-96"
"Cedric Maxwell","November 21, 1955","Kinston","North Carolina","Kinston","North Carolina","University of North Carolina at Charlotte",35.26266,-77.58164,35.26266,-77.58164,"University of North Carolina at Charlotte",35.22709,-80.84313,"Kinston North Carolina","Kinston North Carolina",5,4,8,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","Los Angeles California","Los Angeles California","Houston Texas","","","","","","","","","","","","",42.35843,-71.05977,34.05223,-118.24368,34.05223,-118.24368,29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-78","1987-88"
"Cedric Simmons","January 3, 1986","Shallotte","North Carolina","Shallotte","North Carolina","North Carolina State University",33.97323,-78.38584,33.97323,-78.38584,"North Carolina State University",36.00153,-78.94001,"Shallotte North Carolina","Shallotte North Carolina",1,1,40,"United States of America","United States of America","Americas","Americas","New Orleans Louisiana","Cleveland Ohio","Chicago Illinois","Chicago Illinois","Sacramento California","","","","","","","","","","","",29.95465,-90.07507,41.4995,-81.69541,41.85003,-87.65005,41.85003,-87.65005,38.58157,-121.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-07","2008-09"
"Cedrick Hordges","January 8, 1957","Montgomery","Alabama","Montgomery","Alabama","University of South Carolina",32.36681,-86.29997,32.36681,-86.29997,"University of South Carolina",33.7938,-79.0132,"Montgomery Alabama","Montgomery Alabama",5,6,22,"United States of America","United States of America","Americas","Americas","Denver Colorado","","","","","","","","","","","","","","","",39.73915,-104.9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-81","1981-82"
"Cezary Trybanski","September 22, 1979","Warsaw","Poland","none","none","none",52.22977,21.01178,NA,NA,"",NA,NA,"Warsaw Poland","none none",2,684,0,"Poland","none","Europe","none","Memphis Tennessee","Phoenix Arizona","New York New York","","","","","","","","","","","","","",35.14953,-90.04898,33.44838,-112.07404,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-03","2003-04"
"Chad Gallagher","May 30, 1969","Rockford","Illinois","Rockford","Illinois","Creighton University",42.27113,-89.094,42.27113,-89.094,"Creighton University",41.26528,-95.94751,"Rockford Illinois","Rockford Illinois",4,3,12,"United States of America","United States of America","Americas","Americas","Salt Lake City Utah","","","","","","","","","","","","","","","",40.76078,-111.89105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993-94","1993-94"
"Chad Kinch","May 22, 1958","Perth Amboy","New Jersey","Perth Amboy","New Jersey","University of North Carolina at Charlotte",40.50677,-74.26542,40.50677,-74.26542,"University of North Carolina at Charlotte",35.22709,-80.84313,"Perth Amboy New Jersey","Perth Amboy New Jersey",2,2,8,"United States of America","United States of America","Americas","Americas","Cleveland Ohio","Dallas Texas","","","","","","","","","","","","","","",41.4995,-81.69541,32.78306,-96.80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-81","1980-81"
"Chandler Parsons","October 25, 1988","Casselberry","Florida","Winter Park","Florida","University of Florida",28.67778,-81.32785,28.6,-81.33924,"University of Florida",28.0692,-82.43609,"Casselberry Florida","Winter Park Florida",2,4,25,"United States of America","United States of America","Americas","Americas","Houston Texas","","","","","","","","","","","","","","","",29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-12","2013-14"
"Channing Frye","May 17, 1983","White Plains","New York","Phoenix","Arizona","University of Arizona",41.03399,-73.76291,33.44838,-112.07404,"University of Arizona",32.23188,-110.95347,"White Plains New York","Phoenix Arizona",1,17,42,"United States of America","United States of America","Americas","Americas","New York New York","Portland Oregon","Phoenix Arizona","","","","","","","","","","","","","",40.71427,-74.00597,45.52345,-122.67621,33.44838,-112.07404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-06","2013-14"
"Charles Barkley","February 20, 1963","Leeds","Alabama","Leeds","Alabama","Auburn University",33.54816,-86.54443,33.54816,-86.54443,"Auburn University",32.60208,-85.48495,"Leeds Alabama","Leeds Alabama",1,1,18,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","Phoenix Arizona","Houston Texas","","","","","","","","","","","","","",39.95234,-75.16379,33.44838,-112.07404,29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-85","1999-00"
"Charles Beasley","September 23, 1945","Shawnee","Oklahoma","Shreveport","Louisiana","Southern Methodist University",35.32729,-96.9253,32.52515,-93.75018,"Southern Methodist University",32.8379,-96.78306,"Shawnee Oklahoma","Shreveport Louisiana",2,5,12,"United States of America","United States of America","Americas","Americas","Dallas Texas","Dallas Texas","Miami Florida","","","","","","","","","","","","","",32.78306,-96.80667,32.78306,-96.80667,25.77427,-80.19366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1970-71"
"Charles Bradley","May 16, 1959","Havre De Grace","Maryland","Edgewood","Maryland","University of Wyoming",39.54928,-76.09162,39.41872,-76.2944,"University of Wyoming",41.31192,-105.57638,"Havre De Grace Maryland","Edgewood Maryland",1,2,21,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","Seattle Washington","","","","","","","","","","","","","","",42.35843,-71.05977,47.60621,-122.33207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-82","1983-84"
"Charles Claxton","December 13, 1970","St. Thomas","U.S. Virgin Islands","Miami","Florida","University of Georgia",18.3419,-64.9307,25.77427,-80.19366,"University of Georgia",33.95206,-83.37394,"St. Thomas U.S. Virgin Islands","Miami Florida",1,14,18,"U.S. Virgin Islands","United States of America","Caribbean","Americas","Boston Massachusetts","","","","","","","","","","","","","","","",42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-96","1995-96"
"Charles Davis","October 5, 1958","Nashville","Tennessee","Nashville","Tennessee","Vanderbilt University",36.16589,-86.78444,36.16589,-86.78444,"Vanderbilt University",36.14811,-86.80305,"Nashville Tennessee","Nashville Tennessee",14,7,19,"United States of America","United States of America","Americas","Americas","Washington District of Columbia","Milwaukee Wisconsin","San Antonio Texas","Chicago Illinois","","","","","","","","","","","","",38.89511,-77.03637,43.0389,-87.90647,29.42412,-98.49363,41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-82","1989-90"
"Charles Dudley","March 5, 1950","Harrisburg","Pennsylvania","Harrisburg","Pennsylvania","University of Washington",40.2737,-76.88442,40.2737,-76.88442,"University of Washington",38.9515,-77.08998,"Harrisburg Pennsylvania","Harrisburg Pennsylvania",4,3,30,"United States of America","United States of America","Americas","Americas","Seattle Washington","Oakland California","Chicago Illinois","","","","","","","","","","","","","",47.60621,-122.33207,37.80437,-122.2708,41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-73","1978-79"
"Charles Edge","February 23, 1950","Hamtramck","Michigan","Detroit","Michigan","LeMoyne-Owen College",42.39282,-83.04964,42.33143,-83.04575,"LeMoyne-Owen College",35.14953,-90.04898,"Hamtramck Michigan","Detroit Michigan",2,61,3,"United States of America","United States of America","Americas","Americas","Memphis Tennessee","Indianapolis Indiana","","","","","","","","","","","","","","",35.14953,-90.04898,39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-74","1974-75"
"Charles Hentz","September 13, 1947","none","none","none","none","University of Arkansas at Pine Bluff",NA,NA,NA,NA,"University of Arkansas at Pine Bluff",34.24232,-92.01958,"none none","none none",677,684,1,"none","none","none","none","Pittsburgh Pennsylvania","","","","","","","","","","","","","","","",40.44062,-79.99589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-71","1970-71"
"Charles Jenkins","February 28, 1989","New York","New York","New York","New York","Hofstra University",40.71427,-74.00597,40.71427,-74.00597,"Hofstra University",40.71455,-73.60068,"New York New York","New York New York",205,209,5,"United States of America","United States of America","Americas","Americas","Oakland California","Oakland California","Philadelphia Pennsylvania","","","","","","","","","","","","","",37.80437,-122.2708,37.80437,-122.2708,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-12","2012-13"
"Charles Johnson","March 31, 1949","Corpus Christi","Texas","Redwood City","California","University of California",27.80058,-97.39638,37.48522,-122.23635,"University of California",38.53232,-121.78855,"Corpus Christi Texas","Redwood City California",1,1,28,"United States of America","United States of America","Americas","Americas","Oakland California","Washington District of Columbia","","","","","","","","","","","","","","",37.80437,-122.2708,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-73","1978-79"
"Charles Jones","January 12, 1962","Scooba","Mississippi","Scooba","Mississippi","University of Louisville",32.82819,-88.47643,32.82819,-88.47643,"University of Louisville",38.21507,-85.75913,"Scooba Mississippi","Scooba Mississippi",1,1,49,"United States of America","United States of America","Americas","Americas","Phoenix Arizona","Portland Oregon","Washington District of Columbia","","","","","","","","","","","","","",33.44838,-112.07404,45.52345,-122.67621,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-85","1988-89"
"Charles Jones","April 3, 1957","McGehee","Arkansas","Rohwer","Arkansas","Albany State University",33.629,-91.39956,33.76094,-91.27567,"Albany State University",41.31192,-105.57638,"McGehee Arkansas","Rohwer Arkansas",3,3,5,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","Chicago Illinois","Washington District of Columbia","Detroit Michigan","Houston Texas","","","","","","","","","","","",39.95234,-75.16379,41.85003,-87.65005,38.89511,-77.03637,42.33143,-83.04575,29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-84","1997-98"
